Source,Target,Type
IGAH VENTURES,UNICO IDTECH,directed
IGLOBE PARTNERS,NOVELSHIP,directed
IIFL FINANCE,UNIPHORE,directed
IIFL FINANCE,LICIOUS,directed
IIFL FINANCE,UPGRAD,directed
IIFL WEALTH MANAGEMENT,TOOTHSI,directed
IKEA,LIVSPACE,directed
ILLUMINA VENTURES,LETSGETCHECKED,directed
IMO VENTURES,ROCKX,directed
IMPACT AMERICA FUND,CAMINO FINANCIAL,directed
IMPELLENT VENTURES,COMPT,directed
INC,THE BOEING COMPANY,directed
INCRED,SLICE,directed
INCUBATE FUND,ARENAIM,directed
INDEX VENTURES,FAST,directed
INDEX VENTURES,SONOS,directed
INDEX VENTURES,DATADOG,directed
INDEX VENTURES,MONTONIO,directed
INDEX VENTURES,ETSY,directed
INDEX VENTURES,ZENDESK,directed
INDEX VENTURES,INTERCOM,directed
INDEX VENTURES,ADYEN,directed
INDEX VENTURES,TYPEFORM,directed
INDEX VENTURES,SAFETYCULTURE,directed
INDEX VENTURES,REC ROOM,directed
INDEX VENTURES,SERVICETITAN,directed
INDEX VENTURES,NOVA CREDIT,directed
INDEX VENTURES,SESO,directed
INDEX VENTURES,PEOPLEAI,directed
INDEX VENTURES,ITERABLE,directed
INDEX VENTURES,WIZ,directed
INDEX VENTURES,PRODUCTBOARD,directed
INDEX VENTURES,JUSTWORKS,directed
INDEX VENTURES,REVOLUT,directed
INDEX VENTURES,ZUORA,directed
INDEX VENTURES,ELASTIC,directed
INDEX VENTURES,CREDIT BENCHMARK,directed
INDEX VENTURES,THE FAMILY,directed
INDIAN ANGEL NETWORK,UNIPHORE,directed
INDIAN ANGEL NETWORK,PHOOL,directed
INDIEBIO,THE EVERY COMPANY,directed
INDUSTRY VENTURES,APARTMENT LIST,directed
INFLECTION POINT VENTURES,PHABLECARE,directed
INFLECTION POINT VENTURES,BLUSMART MOBILITY,directed
INFLECTION POINT VENTURES,CARD91,directed
INFO EDGE,ZOMATO,directed
INFRAVIA CAPITAL PARTNERS,PAYSEND,directed
INITIALIZED CAPITAL,AVA LABS,directed
INITIALIZED CAPITAL,WORKRAMP,directed
INITIALIZED CAPITAL,CLIPBOARD HEALTH,directed
INITIALIZED CAPITAL,SPRING,directed
INITIALIZED CAPITAL,ALGOLIA,directed
INITIALIZED CAPITAL,DRIP CAPITAL,directed
INITIALIZED CAPITAL,TRUNK,directed
INITIALIZED CAPITAL,HEAP,directed
INITIALIZED CAPITAL,SIFT,directed
INITIALIZED CAPITAL,CRUISE,directed
INITIALIZED CAPITAL,WAVE,directed
INITIALIZED CAPITAL,CLEVER,directed
INITIALIZED CAPITAL,IUNU,directed
INITIALIZED CAPITAL,SLACK,directed
INKEF CAPITAL,CHANNELENGINE,directed
INMOTION VENTURES,CARMOOLA,directed
INNOENERGY,NORTHVOLT,directed
INNOVA MEMPHIS,TRADELANES,directed
INNOVATION ENDEAVORS,COURSE HERO,directed
INNOVATION ENDEAVORS,DATARAILS,directed
INNOVATION ENDEAVORS,PANTHER LABS,directed
INNOVATION ENDEAVORS,FABRIC,directed
INNOVEN CAPITAL,AGROSTAR,directed
INNOVEN CAPITAL,ATHER ENERGY,directed
INNOVEN CAPITAL,MOBIKWIK,directed
INNOVEN CAPITAL,RESHAMANDI,directed
INNOVEN CAPITAL,GREYORANGE,directed
INNOVEN CAPITAL,MEDIBUDDY,directed
INNOVEN CAPITAL,SHADOWFAX,directed
INQTEL,LILT,directed
INQTEL,CLOUDERA,directed
INQTEL,PALANTIR TECHNOLOGIES,directed
INSIGHT PARTNERS,TWITTER,directed
INSIGHT PARTNERS,WEWORK,directed
INSIGHT PARTNERS,KASEYA,directed
INSIGHT PARTNERS,CHOCO,directed
INSIGHT PARTNERS,DOCKER,directed
INSIGHT PARTNERS,MURAL,directed
INSIGHT PARTNERS,FLUTTERWAVE,directed
INSIGHT PARTNERS,BUILDERAI,directed
INSIGHT PARTNERS,PIPEFY,directed
INSIGHT PARTNERS,THUNES,directed
INSIGHT PARTNERS,FANATICS,directed
INSIGHT PARTNERS,CODA PAYMENTS,directed
INSIGHT PARTNERS,POSTMAN,directed
INSIGHT PARTNERS,ISLAND,directed
INSIGHT PARTNERS,RATTLE,directed
INSIGHT PARTNERS,CLARIFY HEALTH SOLUTIONS,directed
INSIGHT PARTNERS,DARKTRACE,directed
INSIGHT PARTNERS,MOONFARE,directed
INSIGHT PARTNERS,6SENSE,directed
INSIGHT PARTNERS,KPLER,directed
INSIGHT PARTNERS,APNA,directed
INSIGHT PARTNERS,SOCOTRA,directed
INSIGHT PARTNERS,OVERWOLF,directed
INSIGHT PARTNERS,LIGHTRICKS,directed
INSIGHT PARTNERS,VIZ,directed
INSIGHT PARTNERS,SHOPIFY,directed
INSIGHT PARTNERS,STAFFBASE,directed
INSIGHT PARTNERS,LEAPSOME,directed
INSIGHT PARTNERS,SAFETYCULTURE,directed
INSIGHT PARTNERS,QONTO,directed
INSIGHT PARTNERS,LAUNCHDARKLY,directed
INSIGHT PARTNERS,MONDAYCOM,directed
INSIGHT PARTNERS,NEARPOD,directed
INSIGHT PARTNERS,TRACTABLE,directed
INSIGHT PARTNERS,ALTERYX,directed
INSIGHT PARTNERS,OPENWEB,directed
INSIGHT PARTNERS,HELLOFRESH,directed
INSIGHT PARTNERS,DATAIKU,directed
INSIGHT PARTNERS,SHIPIUM,directed
INSIGHT PARTNERS,OPTIBUS,directed
INSIGHT PARTNERS,BEEWISE,directed
INSIGHT PARTNERS,HOOTSUITE,directed
INSIGHT PARTNERS,WIZ,directed
INSIGHT PARTNERS,SNAPPT,directed
INSIGHT PARTNERS,BUBBLE,directed
INSIGHT PARTNERS,BLUEOCEAN,directed
INSIGHT PARTNERS,SLICE,directed
INSIGHT PARTNERS,ESPER,directed
INSIGHT PARTNERS,USERTESTING,directed
INSIGHT PARTNERS,SMARTBEAR,directed
INSIGHT PARTNERS,SMARTSHEET,directed
INSIGHT PARTNERS,AUTOMATTIC,directed
INSIGHT PARTNERS,DUCK CREEK TECHNOLOGIES,directed
INSIGHT PARTNERS,REFORGE,directed
INSIGHT PARTNERS,AVIATRIX,directed
INSIGHT PARTNERS,FLOQAST,directed
INSIGHT PARTNERS,INDIEGOGO,directed
INSIGHT PARTNERS,WALKME,directed
INSIGHT PARTNERS,CARTO,directed
INSIGHT PARTNERS,LAWVU,directed
INSIGHT PARTNERS,DELIVERY HERO,directed
INSIGHT PARTNERS,CHECKOUTCOM,directed
INSIGHT PARTNERS,CREDAVENUE,directed
INSIGNIA VENTURES PARTNERS,AJAIB,directed
INSIGNIA VENTURES PARTNERS,SHIPPER,directed
INSTITUTIONAL VENTURE PARTNERS,CROWDSTRIKE,directed
INSTITUTIONAL VENTURE PARTNERS,DATADOG,directed
INSTITUTIONAL VENTURE PARTNERS,NETFLIX,directed
INSTITUTIONAL VENTURE PARTNERS,CIRCLECI,directed
INSTITUTIONAL VENTURE PARTNERS,G2,directed
INSTITUTIONAL VENTURE PARTNERS,MINDBODY,directed
INTACT FINANCIAL CORPORATION,TURO,directed
INTEL,VOLOCOPTER,directed
INTEL CAPITAL,RAZER,directed
INTEL CAPITAL,LILT,directed
INTEL CAPITAL,INDIAMART,directed
INTEL CAPITAL,TRACE,directed
INTEL CAPITAL,GRO INTELLIGENCE,directed
INTEL CAPITAL,RAKUTEN,directed
INTERCAP,PLEX,directed
INTERNATIONAL FINANCE CORPORATION,ANDELA,directed
INTERNATIONAL FINANCE CORPORATION,SAYURBOX,directed
INTERNATIONAL FINANCE CORPORATION,UPGRAD,directed
INTERNATIONAL FINANCE CORPORATION,BIZONGO,directed
INTERNATIONAL FINANCE CORPORATION,GROWSARI,directed
INTERNATIONAL FINANCE CORPORATION,NAVI TECHNOLOGIES,directed
INTERNATIONAL FINANCE CORPORATION,BANDHAN BANK,directed
INTERNATIONAL FINANCE CORPORATION,SHADOWFAX,directed
INTERNATIONAL FINANCE CORPORATION,RBL BANK,directed
INTERPLAY,TEMPERPACK,directed
INTERPLAY,BLACK CROW AI,directed
INTERWEST PARTNERS,CUYANA,directed
INVENTURE,MATERIAL EXCHANGE,directed
INVEREADY,HABYT,directed
INVESCO,PINE LABS,directed
INVESCO,CAPCHASE,directed
INVESCO,SWIGGY,directed
INVESCO,GRAB,directed
INVESTCORP,XPRESSBEES,directed
INVESTED,SONA,directed
IONIQ,FINLEAP,directed
IOSG VENTURES,DFINITY,directed
IQIYI,NREAL,directed
IRIS CAPITAL,STAFFBASE,directed
IRIS CAPITAL,TALEND,directed
IRON PILLAR,SKILL LYNC,directed
ISRAEL GROWTH PARTNERS,OPTIMOVE,directed
JAFCO ASIA,SHEIN,directed
JAFCO JAPAN,GOJO COMPANY,directed
JANUARY CAPITAL,CIALFO,directed
JANUS HENDERSON INVESTORS,INTELYCARE,directed
JANUS HENDERSON INVESTORS,APARTMENT LIST,directed
JAPAN POST HOLDINGS,RAKUTEN,directed
JCDECAUX,EURAZEO,directed
JDCOM,TRAVELOKA,directed
JDCOM,YINTAI GROUP,directed
JERUSALEM VENTURE PARTNERS JVP,CORONET,directed
JP MORGAN,GRAFANA LABS,directed
JP MORGAN,CARTCOM,directed
JP MORGAN,CAPITOLIS,directed
JP MORGAN,WAYFLYER,directed
JP MORGAN,FIGURE,directed
JP MORGAN,WHEEL,directed
JP MORGAN,SAPHYRE,directed
JP MORGAN,PROXYMITY,directed
JP MORGAN CHASE,UBISOFT,directed
JP MORGAN CHASE,BITWISE INDUSTRIES,directed
JP MORGAN CHASE,GREENLIGHT,directed
JP MORGAN CHASE,CONSENSYS,directed
JP MORGAN CHASE,SAUDI ARABIAS PUBLIC INVESTMENT FUND,directed
JP MORGAN CHASE,PPRO,directed
JP MORGAN CHASE,MERCADOLIBRE,directed
JP MORGAN CHASE,THE BOEING COMPANY,directed
JP MORGAN CHASE,XEROX,directed
JUMP CAPITAL,COINDCX,directed
JUMP CAPITAL,LINKSQUARES,directed
JUMP CAPITAL,BITPANDA,directed
JUMP CAPITAL,ZIPMEX,directed
JUNGLE VENTURES,BUILDERAI,directed
JUNGLE VENTURES,LIVSPACE,directed
JUNIPER NETWORKS,VECTRA,directed
JUNIPER NETWORKS,ALCHEMIST ACCELERATOR,directed
JVENTURES,HOME365,directed
JW ASSET MANAGEMENT,FYLLO,directed
K1 INVESTMENT MANAGEMENT,CYARA,directed
K1 INVESTMENT MANAGEMENT,TOKENEX,directed
K2,FYLLO,directed
K3 VENTURES,JD LOGISTICS,directed
K3 VENTURES,TARANA WIRELESS,directed
K3 VENTURES,CAROUSELL,directed
K3 VENTURES,NOVELSHIP,directed
K50 VENTURES,SNAPPT,directed
K9 VENTURES,EVERLAW,directed
KAE CAPITAL,1K KIRANA BAZAAR,directed
KAISER PERMANENTE,OMADA HEALTH,directed
KAISER PERMANENTE,FREENOME,directed
KAISER PERMANENTE,SPINNY,directed
KAISER PERMANENTE VENTURES,INTELYCARE,directed
KALAARI CAPITAL,PHABLECARE,directed
KALAARI CAPITAL,CHALO,directed
KALAARI CAPITAL,WINZO,directed
KALAARI CAPITAL,VOGO,directed
KALAARI CAPITAL,ELASTICRUN,directed
KALAARI CAPITAL,UPSTOX,directed
KALAARI CAPITAL,WORKDAY,directed
KAPOR CAPITAL,BLOCPOWER,directed
KAPOR CAPITAL,BITWISE INDUSTRIES,directed
KAPOR CAPITAL,EDCAST,directed
KAPOR CAPITAL,ACLIMA,directed
KAPOR CAPITAL,ENCANTOS,directed
KAPOR CAPITAL,UPSIE,directed
KAPOR CAPITAL,ARCUS,directed
KARLIN VENTURES,AMPLIFYLA,directed
KARUR VYSYA BANK,AXIS BANK,directed
KASZEK,GYMPASS,directed
KENETIC,WINTERMUTE TRADING,directed
KENSINGTON CAPITAL PARTNERS LIMITED,BRIGHTSPARK VENTURES,directed
KERALA VENTURES,DOCTOLIB,directed
KEYSTONE CAPITAL,ENVESTNET,directed
KHAIRA CAPITAL,AIFI,directed
KHAIRA CAPITAL,SIFIVE,directed
KHAIRA CAPITAL,CAPTAIN FRESH,directed
KHAIRA CAPITAL,HOPPER,directed
KHAIRA CAPITAL,CLARI,directed
KHAIRA CAPITAL,SKIMS,directed
KHOSLA VENTURES,OKTA,directed
KHOSLA VENTURES,OPENAI,directed
KHOSLA VENTURES,HACKERRANK,directed
KHOSLA VENTURES,WORLDCOIN,directed
KHOSLA VENTURES,ROCKET LAB,directed
KHOSLA VENTURES,TARANA WIRELESS,directed
KHOSLA VENTURES,THOUGHTSPOT,directed
KHOSLA VENTURES,TILE,directed
KHOSLA VENTURES,LANZATECH,directed
KHOSLA VENTURES,VEEV,directed
KHOSLA VENTURES,EAT JUST,directed
KHOSLA VENTURES,SWORD HEALTH,directed
KHOSLA VENTURES,FORWARD,directed
KHOSLA VENTURES,VECTRA,directed
KHOSLA VENTURES,INDIEGOGO,directed
KHOSLA VENTURES,ALCHEMIST ACCELERATOR,directed
KIMA VENTURES,AKENEO,directed
KIMA VENTURES,EQUITYZEN,directed
KINDRED CAPITAL,FIVEAI,directed
KINGDOM HOLDING COMPANY,DEEZER,directed
KINGSWAY CAPITAL,UPSCALIO,directed
KITTYHAWK VENTURES,VYTALIZE HEALTH,directed
KLASS CAPITAL,PLEX,directed
KLEINER PERKINS,FAST,directed
KLEINER PERKINS,PUPPET,directed
KLEINER PERKINS,CHARGEPOINT,directed
KLEINER PERKINS,GOOGLE,directed
KLEINER PERKINS,TURO,directed
KLEINER PERKINS,ESUSU FINANCIAL,directed
KLEINER PERKINS,SUBJECT,directed
KLEINER PERKINS,VIZ,directed
KLEINER PERKINS,MOVEWORKS,directed
KLEINER PERKINS,PLEX,directed
KLEINER PERKINS,HOUZZ,directed
KLEINER PERKINS,DATASTAX,directed
KLEINER PERKINS,JUNIPER NETWORKS,directed
KLEINER PERKINS,RENT THE RUNWAY,directed
KLEINER PERKINS,WATERSHED,directed
KLEINER PERKINS,RING,directed
KLEINER PERKINS,FIRSTBASE,directed
KLEINER PERKINS,SPINLAUNCH,directed
KLEINER PERKINS,INTEROS,directed
KLEINER PERKINS,INDIEGOGO,directed
KLEINER PERKINS,NEURON23,directed
KLEINER PERKINS,AMAZON,directed
KLEINER PERKINS,ELECTRONIC ARTS,directed
KNOX LANE,PATTERN,directed
KOCH INDUSTRIES,ASTRANIS,directed
KOHLBERG KRAVIS ROBERTS,SONOS,directed
KOHLBERG KRAVIS ROBERTS,PROPERTYGURU GROUP,directed
KOHLBERG KRAVIS ROBERTS,GODADDY,directed
KOHLBERG KRAVIS ROBERTS,O9 SOLUTIONS,directed
KOHLBERG KRAVIS ROBERTS,KNOWBE4,directed
KOHLBERG KRAVIS ROBERTS,STARRY,directed
KOHLBERG KRAVIS ROBERTS,GROWSARI,directed
KOHLBERG KRAVIS ROBERTS,FANDUEL,directed
KOTAK INVESTMENT ADVISORS,MEDFIN INDIA,directed
KOTAK MAHINDRA BANK,NORTHERN ARC,directed
KR1,ETHEREUM FOUNDATION,directed
KRAKEN,WYRE,directed
KRAKEN,PRIME TRUST,directed
KREOS CAPITAL,GROVER,directed
KRILLION VENTURES,SEEDINVEST,directed
KRISTALAI,STOCKAL,directed
L CATTERTON,THE HONEST COMPANY,directed
L CATTERTON,HYDROW,directed
L CATTERTON,FLASH,directed
L CATTERTON,TONAL,directed
L CATTERTON,CLASSPASS,directed
LA FAMIGLIA,SWEEP,directed
LATITUD,DATANOMIK,directed
LAUDER PARTNERS,STARRY,directed
LAUNCH,LUMAFIELD,directed
LAUNCH,ABRA,directed
LAUNCH,ROBINHOOD,directed
LAUNCH,GRIN,directed
LD CAPITAL,COINLIST,directed
LEAPFROG INVESTMENTS,NORTHERN ARC,directed
LEDGERPRIME,BITSCRUNCH,directed
LEGEND CAPITAL,RENREN,directed
LEGEND HOLDINGS,LENOVO,directed
LEGG MASON,ZILLOW,directed
LEMNISCAP,AVA LABS,directed
LEMNISCAP,ALGORAND,directed
LENDABLE,KHAZNA,directed
LENNAR CORPORATION,NOTARIZE,directed
LENOVO,NIO,directed
LENOVO,CERTIK,directed
LERER HIPPEAU,KAIYO,directed
LERER HIPPEAU,BUZZFEED,directed
LERER HIPPEAU,BIRCHBOX,directed
LETSVENTURE,PHABLECARE,directed
LETSVENTURE,FARMART,directed
LETSVENTURE,BLUSMART MOBILITY,directed
LEVEL EQUITY MANAGEMENT,INSTACLUSTR,directed
LG GROUP,BLOCKCHAINCOM,directed
LIANLUO,RAZER,directed
LIBERTY CITY VENTURES,FASSET,directed
LIBERTY GLOBAL,HELIUM,directed
LIBERTY MEDIA,NEWS CORP,directed
LIFE INSURANCE CORPORATION OF INDIA,AXIS BANK,directed
LIGHTBANK,EXTEND,directed
LIGHTBOX,INFO EDGE,directed
LIGHTER CAPITAL,STYLITICS,directed
LIGHTHOUSE LABS RVA,ENRICHHER,directed
LIGHTROCK,CHALO,directed
LIGHTROCK,VOGO,directed
LIGHTROCK,AYE FINANCE,directed
LIGHTROCK,MEDIBUDDY,directed
LIGHTROCK,LILIUM,directed
LIGHTROCK,VIVRITI CAPITAL,directed
LIGHTROCK,CREDAVENUE,directed
LIGHTSPEED CHINA PARTNERS,LAIYE,directed
LIGHTSPEED VENTURE PARTNERS,PENSANDO,directed
LIGHTSPEED VENTURE PARTNERS,GRAFANA LABS,directed
LIGHTSPEED VENTURE PARTNERS,CLASSPLUS,directed
LIGHTSPEED VENTURE PARTNERS,HANDSHAKE,directed
LIGHTSPEED VENTURE PARTNERS,LAIYE,directed
LIGHTSPEED VENTURE PARTNERS,PIXXEL,directed
LIGHTSPEED VENTURE PARTNERS,ROOFSTOCK,directed
LIGHTSPEED VENTURE PARTNERS,AXONIUS,directed
LIGHTSPEED VENTURE PARTNERS,THE HONEST COMPANY,directed
LIGHTSPEED VENTURE PARTNERS,CELONA,directed
LIGHTSPEED VENTURE PARTNERS,ALLOY,directed
LIGHTSPEED VENTURE PARTNERS,MOVEWORKS,directed
LIGHTSPEED VENTURE PARTNERS,NATERA,directed
LIGHTSPEED VENTURE PARTNERS,PAYHAWK,directed
LIGHTSPEED VENTURE PARTNERS,SHEARSHARE,directed
LIGHTSPEED VENTURE PARTNERS,FTX US,directed
LIGHTSPEED VENTURE PARTNERS,THOUGHTSPOT,directed
LIGHTSPEED VENTURE PARTNERS,THETA LAKE,directed
LIGHTSPEED VENTURE PARTNERS,NETSKOPE,directed
LIGHTSPEED VENTURE PARTNERS,POCKET FM,directed
LIGHTSPEED VENTURE PARTNERS,DATASTAX,directed
LIGHTSPEED VENTURE PARTNERS,PEOPLEAI,directed
LIGHTSPEED VENTURE PARTNERS,PARALLEL FINANCE,directed
LIGHTSPEED VENTURE PARTNERS,ENCANTOS,directed
LIGHTSPEED VENTURE PARTNERS,PANTHER LABS,directed
LIGHTSPEED VENTURE PARTNERS,SHIPPER,directed
LIGHTSPEED VENTURE PARTNERS,ZSCALER,directed
LIGHTSPEED VENTURE PARTNERS,WHEEL,directed
LIGHTSPEED VENTURE PARTNERS,ASCENDIO,directed
LIGHTSPEED VENTURE PARTNERS,YUGABYTE,directed
LIGHTSPEED VENTURE PARTNERS,INNOVACCER,directed
LIGHTSPEED VENTURE PARTNERS,LIANLUO,directed
LIGHTSPEED VENTURE PARTNERS,WINTERMUTE TRADING,directed
LIGHTSPEED VENTURE PARTNERS,BLOCKCHAINCOM,directed
LIMITLESS CRYPTO INVESTMENTS,CHAINLINK,directed
LINE,BEAR ROBOTICS,directed
LINE,FUNDING SOCIETIES,directed
LINKEDIN,G2,directed
LIONTREE,CROSS RIVER,directed
LIONTREE,FUBOTV,directed
LIPPO GROUP,TENCENT,directed
LIQUID 2 VENTURES,GITLAB,directed
LIQUID 2 VENTURES,BLOCKDAEMON,directed
LIQUID 2 VENTURES,BIOBOT ANALYTICS,directed
LIQUID 2 VENTURES,WORKRAMP,directed
LIQUID 2 VENTURES,RUTTER,directed
LIQUID 2 VENTURES,DRIP CAPITAL,directed
LIQUID 2 VENTURES,JERRY,directed
LIQUID 2 VENTURES,WHATNOT,directed
LIQUID 2 VENTURES,OBSERVEAI,directed
LIQUID 2 VENTURES,GEM,directed
LIQUID 2 VENTURES,MUX,directed
LIQUID 2 VENTURES,MESH,directed
LIQUID 2 VENTURES,REMOTE,directed
LIQUID 2 VENTURES,IUNU,directed
LIQUIDITY,ETORO,directed
LITHIA MOTORS,SHIFT,directed
LOCALGLOBE,ARK KAPITAL,directed
LOCALGLOBE,TRAVELPERK,directed
LOCALGLOBE,SEEDCAMP,directed
LOFTYINC CAPITAL MANAGEMENT,FLUTTERWAVE,directed
LONE PINE CAPITAL,CHEWY,directed
LONE PINE CAPITAL,SKIMS,directed
LONGHASH VENTURES,YIELD GUILD GAMES SOUTHEAST ASIA,directed
LONGITUDE CAPITAL,INTELYCARE,directed
LOOL VENTURES,HOME365,directed
LOOL VENTURES,BEEWISE,directed
LRVHEALTH,INTELYCARE,directed
LRVHEALTH,SEASON HEALTH,directed
LUDWIG CANCER RESEARCH,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,directed
LUX CAPITAL,FLUTTERWAVE,directed
LUX CAPITAL,HADRIAN,directed
LUX CAPITAL,LUMAFIELD,directed
LUX CAPITAL,UMBA,directed
LUX CAPITAL,PLANET,directed
LUX CAPITAL,ANCHORAGE,directed
LUX CAPITAL,MAVEN CLINIC,directed
LUX CAPITAL,RIGETTI COMPUTING,directed
LUX CAPITAL,CITIZEN,directed
LUX CAPITAL,HUGGING FACE,directed
LUX CAPITAL,ASTRANIS,directed
LVENTURE GROUP,STARTUPBOOTCAMP,directed
LVL1 GROUP,BUYK,directed
LVL1 GROUP,COLUMBIA CARE,directed
LVP,BIGBLUE,directed
LYFT,IDME,directed
LYFT,ARGO AI,directed
LYVC,ZOOM,directed
M12 MICROSOFTS VENTURE FUND,EVISORT,directed
M13,THE HONEST COMPANY,directed
M13,BIRD,directed
M13,RING,directed
M13,BOBA NETWORK,directed
MAC VENTURE CAPITAL,BLAVITY,directed
MAC VENTURE CAPITAL,ELECTRIC CAPITAL,directed
MACKENZIE INVESTMENTS,NORTHLEAF CAPITAL PARTNERS,directed
MADRONA VENTURE GROUP,SMARTSHEET,directed
MAJOR LEAGUE SOCCER,DRAFTKINGS,directed
MAKERS FUND,WINZO,directed
MAKERS FUND,FRVR,directed
MANGROVE CAPITAL PARTNERS,TRANSUNION,directed
MANGROVE CAPITAL PARTNERS,WALKME,directed
MANULIFE FINANCIAL,LEAGUE,directed
MAPLEBLOCK CAPITAL,ANKR,directed
MARCH CAPITAL,KNOWBE4,directed
MARCY VENTURE PARTNERS,GEMINI,directed
MARCY VENTURE PARTNERS,PARTAKE FOODS,directed
MASSACHUSETTS CLEAN ENERGY CENTER,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,directed
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,SALES IMPACT ACADEMY,directed
MASSACHUSETTS LIFE SCIENCES CENTER,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,directed
MASSMUTUAL,HOURWORK,directed
MASSMUTUAL,POLICYGENIUS,directed
MASSMUTUAL VENTURES,POLICYGENIUS,directed
MASSMUTUAL VENTURES,QURE AI,directed
MASSMUTUAL VENTURES,AFFINITY,directed
MASSVENTURES,HOURWORK,directed
MASSVENTURES,GINKGO BIOWORKS,directed
MASSVENTURES,SES,directed
MASTERCARD,PINE LABS,directed
MASTERCARD,DIGITAL CURRENCY GROUP,directed
MASTERCARD,ZETA,directed
MASTERCARD,AIRWALLEX,directed
MASTERCARD,DESERVE,directed
MASTERCARD,RAZORPAY,directed
MATRIX CAPITAL MANAGEMENT,XERO,directed
MATRIX CAPITAL MANAGEMENT,ADAPTIVE BIOTECHNOLOGIES,directed
MATRIX PARTNERS,APPLE,directed
MATRIX PARTNERS,STANZA LIVING,directed
MATRIX PARTNERS,CHALO,directed
MATRIX PARTNERS,OXYZO,directed
MATRIX PARTNERS,ITILITE,directed
MATRIX PARTNERS,HUBSPOT,directed
MATRIX PARTNERS,ZENDESK,directed
MATRIX PARTNERS,FUZZY,directed
MATRIX PARTNERS,OCULUS,directed
MATRIX PARTNERS,FIVETRAN,directed
MATRIX PARTNERS,APARTMENT LIST,directed
MATRIX PARTNERS,KUCOIN,directed
MATRIX PARTNERS,VECTRA,directed
MATRIX PARTNERS,PRACTO,directed
MATRIX PARTNERS CHINA,LI AUTO,directed
MATRIX PARTNERS INDIA,OLA ELECTRIC,directed
MATRIX PARTNERS INDIA,ITILITE,directed
MATRIX PARTNERS INDIA,AVAIL FINANCE,directed
MATRIX PARTNERS INDIA,VOGO,directed
MATRIX PARTNERS INDIA,MOENGAGE,directed
MATRIXPORT,ROCKX,directed
MAVERICK VENTURES,WEFUNDER,directed
MAVERICK VENTURES,CONCERTAI,directed
MAVERICK VENTURES,APNA,directed
MAVERICK VENTURES,DID,directed
MAVERON,ZUME,directed
MAVERON,COURSE HERO,directed
MAVERON,EBAY,directed
MAX VENTURES AND INDUSTRIES,NYKAA,directed
MAYFIELD FUND,LICIOUS,directed
MAYFIELD FUND,ENKASH,directed
MAYFIELD FUND,TONAL,directed
MAYFIELD FUND,AMAGI MEDIA LABS,directed
MAYFIELD FUND,COUCHBASE,directed
MAYFIELD FUND,ALCHEMIST ACCELERATOR,directed
MAYFIELD FUND,PRIME VENTURE PARTNERS,directed
MAYO CLINIC,HELIX,directed
MCAFEE,GOOD TECHNOLOGY,directed
MDI VENTURES,NIUM,directed
MDI VENTURES,CODA PAYMENTS,directed
MDI VENTURES,WARESIX,directed
MDI VENTURES,FINACCEL,directed
MEITUAN,SWIGGY,directed
MEITUAN,GOJEK,directed
MENLO VENTURES,ROKU,directed
MENLO VENTURES,OBSIDIAN SECURITY,directed
MENLO VENTURES,HEALTH IQ,directed
MENLO VENTURES,EDCAST,directed
MENLO VENTURES,SURE,directed
MENLO VENTURES,BITPAY,directed
MENLO VENTURES,AFFINITY,directed
MENLO VENTURES,EVERLAW,directed
MERCADOLIBRE,2TM,directed
MERCK,LIFEMINE THERAPEUTICS,directed
MERCURY,TECHSTARS,directed
MERITECH CAPITAL PARTNERS,FILEVINE,directed
MERITECH CAPITAL PARTNERS,ALTERYX,directed
META,GOJEK,directed
META,RELIANCE JIO,directed
MEYER GLOBAL MANAGEMENT,STARTENGINE,directed
MEYER GLOBAL MANAGEMENT,MISO ROBOTICS,directed
MIAMI ANGELS,NEARPOD,directed
MICROSOFT,APPLE,directed
MICROSOFT,META,directed
MICROSOFT,OPENAI,directed
MICROSOFT,LAIYE,directed
MICROSOFT,OYO,directed
MICROSOFT,FLIPKART,directed
MICROSOFT,DOCUSIGN,directed
MICROSOFT,CONSENSYS,directed
MICROSOFT,DNANEXUS,directed
MICROSOFT,CRUISE,directed
MICROSOFT,TEAM8,directed
MICROSOFT,GRAB,directed
MICROSOFT CLIMATE INNOVATION FUND,RAPTOR MAPS,directed
MICROSOFT CLIMATE INNOVATION FUND,ACLIMA,directed
MIGDAL INSURANCE AND FINANCIAL HOLDINGS,ANTHEMIS GROUP,directed
MILLENNIUM MANAGEMENT,STARLING BANK,directed
MINDLANCE,SKUAD,directed
MINDWORKS CAPITAL,ZIPMEX,directed
MIRAE ASSET GLOBAL INVESTMENTS,ANIMOCA BRANDS,directed
MIRAE ASSET GLOBAL INVESTMENTS,FIGMENT,directed
MIRAE ASSET GLOBAL INVESTMENTS,FINACCEL,directed
MIRAE ASSET GLOBAL INVESTMENTS,SHADOWFAX,directed
MIRAE ASSET GLOBAL INVESTMENTS,NAVER,directed
MIT VENTURE MENTORING SERVICE MIT VMS,PROTONMAIL,directed
MITHRIL CAPITAL MANAGEMENT,GREYORANGE,directed
MITHRIL CAPITAL MANAGEMENT,GLANCE,directed
MITSUBISHI UFJ FINANCIAL GROUP,CHARGEAFTER,directed
